sūlūde	sul+ud-i	verb;ANTIP
ḫužušta	ḫōž-ož-d-a	verb;PST;PL.A;3A
alubadinaža	al+o+bade-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫīria	ḫīri-i-a	noun;3POSS.SG;ESS
tažulūwa	taž-ol-u-a	verb;ol;MED;3A.SG
ābi	āb-i	verb;ANTIP
šummundidum	šummun-d-id-o=m	verb;d;PL.A;TR.PFV;CON
iškinna	išk-i=nna	verb;ANTIP;3SG.ABS
āġaštetta	aʾ-ašt-ed-d-a	verb;RES;FUT;PL.A;3A
idibuda	idi-v-oda	noun;2POSS.SG;DIR
ammummi	amm+u+mmi	noun;ABS
ulōštel	ol-o-ež=dil	verb;MOD.PAT;OPT;1PL.ABS
saḫḫā	saḫḫi-a	noun;ESS
šena	šena	noun;ABS
nešša	nešši-a	noun;ESS
kiligileštum	keli+gel-išt-o-m	verb;RES;TR.PFV;3A.SG
talmuššini	talmošše-ne	noun;ABL/INS
ḫavōrunnišša	ḫavor+ni-ne-ž=nna	noun;RELAT.SG;ERG;3SG.ABS
šuinež	šui-ne-ž	noun;RELAT.SG;ERG
šara	šāri-a	noun;ESS
tamrīl	tamri-i=l	NUM;3POSS.SG.ABS;3PL.ABS
painibanel	paini-v-ane=l	noun;2POSS.SG;ABL/INS;3PL.ABS
fondurunnenna	fondur+o+ni-ne-e=nna	noun;RELAT.SG;DIR/LOC;3SG.ABS
magaldiniba	magaldi-ne-va	noun;RELAT.SG;DAT
šūrōm	šūr-o-m	verb;TR.PFV;3A.SG
pindaianni	pindaia+ni-ne	noun;ABL/INS
uštae	ošt-i-ai	verb;MOD.AG;PURP
nakkiōffuž	nakk-i-uffu-ž	verb;TR;1A.NEG;PL
sāzallaž	sāzalla-ž	noun;ERG
šavallāži	šavli-na-až-ve	noun;RELAT.PL;PL;GEN
ḫerāġi	ḫeraġi	noun;ABS
ammen	amm-i-en	verb;MOD.AG;3JUSS
šenzūwatta	šen+z+ūwi-a=tta	noun;ESS;1SG.ABS
nabarbinida	nabarbi-ne-da	noun;RELAT.SG;DIR
pudulināi	fud-ul-in-i-ai	verb;ul;in;MOD.AG;PURP
avena	ave-na	noun;RELAT.PL.ABS
kargāni	karg+ā+ni	noun;ABS
tālinēda	tāle-ne-da	noun;RELAT.SG;DIR
abiššā	ave-ž=nna	PRON;ERG;3SG.ABS
tunivadai	ton-i-vade-ae	verb;AG;ADJ.NEG;INS
pirida	piri-da	noun;DIR
tabakka	tabakki-a	noun;ESS
uenaval	uenawa-ž=l	noun;ERG;3PL.ABS
nēra	nēr-a	verb;INT
pārirunni	pār+i+r+o+ni-ne	noun;ABL/INS
inutta	inu=tta	CONJ;1SG.ABS
šagarēlla	šag+ar+i-i=lla	noun;3POSS.SG.ABS;3PL.ABS
tagi	tagi	noun;ABS
kināe	kini-ae	noun;INS
šōġaššini	šōġ+a+šše-ne	noun;ABL/INS
fandin	fandi+n	ADV
ašḫuwe	āšḫo+e	ADV
sigaldi	sigaldi	noun;ABS
azallin	azali-ne-e=n	noun;RELAT.SG;DIR/LOC;3SG.ABS
ārari	ārari	noun;ABS
tamginaž	tamgina-ž	noun;ERG
nakki	nakk-i	verb;TR.IMP
kammiššōri	kammiššōri	noun;ABS
talaḫḫidu	tal+āḫḫ-id-o	verb;PL.A;TR.PFV
nerēda	nera-e-da	noun;3POSS.SG;DIR
naveda	nav-ed-a	verb;FUT;3A.SG
tara	tār-a	verb;INT
anammimma	anammi=mma	ADV;2SG.ABS
aruluššina	ar-ol-o-šše-na	verb;ol;2A.SG;NMLZ;RELAT.PL.ABS
šīenāi	šiye-ne-ae	noun;RELAT.SG;INS
allāni	alla+ni	noun;ABS
alumma	al-umme-a	verb;INF;ESS
itkašta	itk-ašt-a	verb;RES;INT
teššužum	tešš-ož-o-m	verb;ož;TR.PFV;3A.SG
tiba	tibi-a	noun;ESS
tādittiniala	tāditti+ni-i-a=lla	noun;3POSS.SG;ESS;3PL.ABS
neššēna	nešši-na	noun;RELAT.PL.ABS
šilāġi	šilāġi	noun;ABS
ōlbīni	olvi-ne-e	ADJ;RELAT.SG;DIR/LOC
nawunnež	nau+ni-ne-ž	noun;RELAT.SG;ERG
šērāmmi	šērāmmi	noun;ABS
ažia	až-i-a	verb;TR;3A.SG
nēravi	nera-ve	noun;GEN
eža	eže-a	noun;ESS
mānal	man-a=l	PRON;ESS;3PL.ABS
migummi	mig-umme	verb;INF.ABS
ḫaulillāndu	ḫa-ol-ill-and-o	verb;ol;ill;PL.A;MOD.PAT
itkuštum	itk-ušt-o-m	verb;RES;TR.PFV;3A.SG
idarrāi	id-ar-i-l-ai	verb;ITER;MOD.AG;l;PURP
ižuštel	iž-o-ež=dil	verb;MOD.PAT;OPT;1PL.ABS
adaššene	ad+a+šše-ne-e	noun;RELAT.SG;DIR/LOC
tūnāḫḫi	ton-aḫḫ-i	verb;aḫḫ;ANTIP
ulānōm	ul+ān-o-m	verb;TR.PFV;3A.SG
šellida	šelli-da	noun;DIR
iraden	erade-n	noun;ABL/INS
ūrmi	ūrmi	noun;ABS
tōġadib	tōġ-ad-i-b	verb;ad;ANTIP;b
kirġivi	kirġe-ve	noun;GEN
pullibāe	poli-ne-ve-ae	noun;RELAT.SG;GEN;INS
šidarbul	šidarbu-ž=l	noun;ERG;3PL.ABS
pāġūma	pāġ-u=ma	verb;MED;CON
ōššužanna	ōšš+o+že-a=nna	noun;ESS;3SG.ABS
šūbīniva	šubi-ne-va	noun;RELAT.SG;DAT
kakkari	kakkari	noun;ABS
pižirri	pižiri-ne	noun;ABL/INS
kišḫinin	kešḫi-ne-n	noun;RELAT.SG;ABL/INS
talmōġa	talm+oḫḫe-a	ADJ;ESS
kaliani	kāli-i-ane	noun;3POSS.SG;ABL/INS
fōrullažul	fōroli-na-až-ož=l	noun;RELAT.PL;PL;ERG;3PL.ABS
tunōštum	ton-ošt-o-m	verb;RES;TR.PFV;3A.SG
ḫiraġella	ḫiraġe-i=lla	noun;3POSS.SG.ABS;3PL.ABS
mēginež	mēgi-ne-ž	noun;RELAT.SG;ERG
ḫōžia	ḫōž-i-a	verb;TR;3A.SG
aēššam	aēšši-a=m	noun;ESS;2SG.ABS
āšša	āšši-a	noun;ESS
ḫavōrunnini	ḫavor+ni-ne-ne	noun;RELAT.SG;ABL/INS
tīda	tīd-a	verb;INT
āġrāilī	aġrā-i-le	verb;MOD.AG;1JUSS
šelluġulla	šell+o+ġ+o+li-na	noun;RELAT.PL.ABS
šōruž	šōr-o-ež	verb;MOD.PAT;OPT
āmmīnīn	āmmī-ne-n	ADV;RELAT.SG;ABL/INS
tugrižōġa	tugriž+ō+ġe-a	ADJ;ESS
kīgi	kīge	NUM;ABS
ušḫārīda	ušḫ+ār+i-i-da	noun;3POSS.SG;DIR
tōmva	tōmv-a	verb;INT
miržāl	mirži-a=l	noun;ESS;3PL.ABS
kōlež	kol-i-ež	verb;MOD.AG;OPT
ḫavōrunnibi	ḫavor+ni-ne-ve	noun;RELAT.SG;GEN
eššaeni	eššae-ne	noun;ABL/INS
nubin	nubi-n	NUM;ABL/INS
pōriba	fōri-i-va	noun;3POSS.SG;DAT
šebāra	šeb-ar-a	verb;ITER;3A.SG
piduffa	pid+uff-a	verb;INT
mala	mal-a	verb;INT
arduġiniž	ard+o+ġe-ne-ž	ADV;RELAT.SG;ERG
kādūlāīn	kad-o-l-ai-n	verb;MOD.PAT;l;PURP;n
ēbriva	evri-i-va	noun;3POSS.SG;DAT
kippinež	kippi-ne-ž	noun;RELAT.SG;ERG
kulmuri	kulm+o+re	noun;ABS
fonuġunna	fonuġ+o+ni-na	noun;RELAT.PL.ABS
ḫōruppi	ḫōr-upp-i	verb;upp;ANTIP
tāma	tami-a	noun;ESS
emašše	eman+že	NUM;ABS
ažiġi	až+i+ġe	noun;ABS
aramdōm	ar-am-d-o-m	verb;FACT;d;TR.PFV;3A.SG
ḫuštenāža	ḫušte-na-až-a	noun;RELAT.PL;PL;DAT/ESS
sulūda	sul+ud-a	verb;INT
sibi	sib-i	verb;ANTIP
tēni	tē+ni	noun;ABS
pālī	pāli	noun;ABS
ūmmēġa	umm-eġ-a	verb;eġ;INT
uwallinni	uw+all+i+nni	noun;ABS
mādi	mād-i	verb;ANTIP
kirarni	kir+ari+ni	noun;ABS
faššara	fašš-ar-a	verb;ITER;3A.SG
aīmma	ai=mma	CONJ;2SG.ABS
mužuniba	mužoni-va	noun;DAT
šāġlēž	šāġli-e-ž	noun;3POSS.SG;ERG
udānab	ud-an-a-b	verb;an;INT;b
pišḫi	pišḫ-i	verb;ANTIP
sumġar	sumġar	noun;ABS
šelužēda	šel+o+že-i-da	noun;3POSS.SG;DIR
itkulimašši	itk+ul+i+m+a+šše	noun;ABS
kuliġiani	kul+i+ġe-i-ane	noun;3POSS.SG;ABL/INS
ēbrinnaža	ever+ni-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫīla	ḫili-a	noun;ESS
mini	mini	noun;ABS
mūžēdā	mūž-ed-a	verb;FUT;3A.SG
eda	idi-a	noun;ESS
fāġōža	faġ-ož-a	verb;PST;3A.SG
fašši	fašš-i	verb;ANTIP
paššarugāra	pašš+ar+ugār+i-a	noun;ESS
šēġalumalla	šeġal-umme-a=lla	verb;INF;ESS;3PL.ABS
eġlianaž	eġli+ana-ž	noun;ERG
šēra	šēri-a	noun;ESS
ḫāiži	ḫa-iž-i	verb;iž;ANTIP
šiašši	šī-a-šše	verb;INT;NMLZ.ABS
sōbāra	sōbāri-a	noun;ESS
sūwae	sūve-ae	noun;INS
targi	tar+ġe	noun;ABS
šēni	šēn-i	verb;ANTIP
kāmmi	kamme	noun;ABS
ḫōrāmi	ḫōr-am-i	verb;FACT;ANTIP
selmi	selmi	noun;ABS
tōġaduppu	tōġ-ad-uffu	verb;ad;1A.SG.NEG
kižipsōvāe	kižipsōvae	noun;ABS
agulla	aguli-na	noun;RELAT.PL.ABS
kulužašši	kul-ož-a-šše	verb;PST;3A.SG;NMLZ.ABS
passūwa	pass-u-a	verb;MED;3A.SG
tēġuššeni	tēġ+o+šše-ne	noun;ABL/INS
kūliamma	kul-i-a-mma	verb;TR;3A.SG;NEG
taġavure	taġav+o+re	noun;ABS
nālli	nāli-ne	noun;ABL/INS
tazakkaštura	tazakkašturi-a	noun;ESS
avarrašta	avari-na-až-da	noun;RELAT.PL;PL;DIR
ežābēma	iža-ve=ma	noun;GEN;CON
fažamma	fāži-a=mma	noun;ESS;2SG.ABS
ḫōšti	ḫōšti	noun;ABS
egunniž	eg+o+nni-ž	ADJ;ERG
ištanīma	ištani-i=ma	noun;3POSS.SG.ABS;CON
šāladeni	šālade-ne	noun;ABL/INS
ōšši	ōšš-i	verb;ANTIP
ḫārapḫāīb	ḫār+a+ġe-ve-ae=v	noun;GEN;INS;2PL.ABS
laġlaḫḫini	laġlaḫḫi-ne	noun;ABL/INS
uniġiž	un+i+ġe-i-ž	noun;3POSS.SG;ERG
agiden	ag-id-en	verb;PL.A;3JUSS
naḫḫa	naḫḫ-a	verb;INT
ḫuwe	ḫō-i	verb;TR.IMP
kibe	kev-e	verb;STAT
kirarnež	kir+ari+ni-i-ž	noun;3POSS.SG;ERG
širnib	šīr+ni-v	noun;2POSS.SG.ABS
ḫālōli	ḫālōli	noun;ABS
užōna	už-on-a	verb;on;INT
ašḫužikkuninibi	āšḫ+ož+i+kk+o+nni-ne-ve	noun;RELAT.SG;GEN
šeġala	šeġal-a	verb;INT
šikkinažan	šikki-na-až-a=an	noun;RELAT.PL;PL;DAT/ESS;CON
armimmi	arm+i+mmi	noun;ABS
šarra	šarri-a	noun;ESS
iška	išk-a	verb;INT
tarriž	tāri-ne-ž	noun;RELAT.SG;ERG
ḫāžarri	ḫāž+arri	noun;ABS
ažānēdāw	až-an-ed-aw	verb;an;FUT;1A.SG
tāgōri	tāg+ō+re	ADJ;ABS
egōna	eg-on-a	verb;on;3A.SG
šildanurum	šil-d-an-ur-o-m	verb;d;an;ur;TR.PFV;3A.SG
murrīe	murri-i-e	noun;3POSS.SG;DIR/LOC
ulluġužibāe	oll+uġ+o+že-ve-ae	noun;GEN;INS
tapḫa	tapḫi-a	noun;ESS
lullueneve	lullue-ne-ve	noun;RELAT.SG;GEN
keššenīel	kešše-ne-ž=l	noun;RELAT.SG;ERG;3PL.ABS
anziġiaž	anz+i+ġe-i-až	noun;3POSS;PL.ABS
irde	irde	noun;ABS
ūrrugivuwi	ūrrugi-iffu-ve	noun;1POSS.SG;GEN
mātta	mād-d-a	verb;d;INT
ḫōdenažāi	ḫōde-na-až-ve-ae	noun;RELAT.PL;PL;GEN;INS
mānuž	manu-ž	PRON;ERG
taržuwannež	taržuwa+ni-ne-ž	noun;RELAT.SG;ERG
sōīb	sōī-v	noun;2POSS.SG.ABS
katkāi	kat+ki-ae	noun;INS
ḫapsurib	ḫapsōri-v	noun;2POSS.SG.ABS
šarra	šarr-a	verb;INT
ḫōenēva	ḫowe+ni-e-va	noun;3POSS.SG;DAT
ḫōruppi	ḫūruffe	noun;ABS
tāġa	tāġ-a	verb;INT
kābarra	kābari-na	noun;RELAT.PL.ABS
nutkiġa	nutk+i+ġe-a	noun;ESS
āšḫōmainibinidal	āšḫ+ō+m+ai+ni-ve-ne-da=l	noun;GEN;RELAT.SG;DIR;3PL.ABS
ḫinzurulāež	ḫinz-ur-o-l-ai-ž	noun;ur;MOD.PAT;l;PURP;ž
šōlidu	šōl-id-o	verb;PL.A;TR.PFV
kēlġēdeni	kēlġēdi-ne	noun;ABL/INS
fōriffān	fōri-iffe-a=an	noun;1POSS.SG;ESS;CON
anni	anni	PRON;ABS
tīvollan	tīv-o=lla=an	verb;MOD.PAT;3PL.ABS;CON
amašteda	am-ašt-ed-a	verb;RES;FUT;3A.SG
sigaldi	sig+al-d-i	verb;d;ANTIP
suruški	sur+u+ški	noun;ABS
nirāe	neri-ae	noun;INS
kirētte	kerētte	ADJ;ABS
ḫōmarida	ḫōmari-da	noun;DIR
ḫinimma	ḫenni=mma	ADV;2SG.ABS
abin	avi+n	ADV
šūrūži	šūrūže	noun;ABS
šāžuda	šo-až-oda	PRON;PL;DIR
kilūni	kil+ōn-i	verb;ANTIP
sīgila	sīgili-a	noun;ESS
ennida	enni-da	noun;DIR
awfa	auwi-a	noun;ESS
ābi	ābi	noun;ABS
ariamma	ar-i-a-mma	verb;TR;3A.SG;NEG
iraden	ir-ad-i-en	verb;ad;MOD.AG;3JUSS
šālabnira	šālab+ni-i-ra	noun;3POSS.SG;COM
ḫēlištu	ḫēl-išt-o	verb;RES;MOD.PAT
amīri	amīri	noun;ABS
ište	ište	PRON;ABS
kirarinni	kir+ar+i+nni	noun;ABS
itkidu	itk-id-o	verb;PL.A;TR.PFV
alubasḫini	al+u+b+a+sḫi-ne	noun;ABL/INS
ardūri	ard-ur-i	verb;ur;ANTIP
ḫalandi	ḫalandi	noun;ABS
urūbi	urūbi	noun;ABS
avāštum	av-ašt-o-m	verb;RES;TR.PFV;3A.SG
šūrnīma	šūrni-i=ma	noun;3POSS.SG.ABS;CON
tawti	taudi	noun;ABS
anaḫḫužellae	an-aḫḫ-ož-ill-i-ai	verb;aḫḫ;ož;ill;MOD.AG;PURP
pāġana	pāġani-a	noun;ESS
abin	avi=n	POST;3SG.ABS
ḫāžimmie	ḫāži+mmi-e	noun;3POSS.SG.ABS
ārrida	āri-ne-da	noun;RELAT.SG;DIR
šīna	šī+ni-a	noun;ESS
ērni	ērni	noun;ABS
ḫīla	ḫil-a	verb;INT
pizigarra	pizigarra	noun;ABS
šālada	šāla-da	noun;DIR
purrēnni	pur+i+rē+nni	noun;ABS
erade	erade	noun;ABS
ḫassizi	ḫassizi	noun;ABS
šōra	šōr-a	verb;INT
sablungi	sabl+ung+i	noun;ABS
ḫebad	ḫebad	noun
uššulēž	ōšš-o-l-ež	verb;MOD.PAT;l;OPT
ḫebattenažuž	ḫebad-ve-na-až-ož	noun;GEN;RELAT.PL;PL;ERG
ḫellidi	ḫill-ed-i	verb;FUT;ANTIP
āššōlāež	āšš-o-l-ai-ž	verb;MOD.PAT;l;PURP;ž
nikkal	nikkal	noun;ABS
šidōri	šid+ō+ri	noun;ABS
fažūlima	faž-ul-i=ma	verb;ul;ANTIP;CON
irġāri	irġāri	noun;ABS
kiraššulaēž	kir+ašš-o-l-ai-ž	verb;MOD.PAT;l;PURP;ž
ḫaštalli	ḫašt-al-i-le	verb;al;MOD.AG;1JUSS
pārendūž	pār-ind-o-ež	verb;PL.A;MOD.AG;OPT
egužri	egužri	noun;ABS
igida	egi-da	noun;DIR
pirugāra	pir-ugar-a	verb;RECIP;INT
ḫažari	ḫāž+ar+i	noun;ABS
ubugarženi	ub+ugar+že-ne	noun;ABL/INS
ažōġiž	ažōġi-i-ž	noun;3POSS.SG;ERG
ubīn	ove=n	ADJ;ABS;3SG.ABS
idedi	id-ed-i	verb;FUT;ANTIP
šēġa	šēġa	noun;ABS
tābīw	tab-i-o	verb;TR;2A.SG
arian	ar-i-en	verb;MOD.AG;3JUSS
mādinaža	mādi-na-až-a	noun;RELAT.PL;PL;DAT/ESS
keššenišša	kešše-ne-ž=nna	noun;RELAT.SG;ERG;3SG.ABS
ḫīžāri	ḫīž+ār+i	noun;ABS
pātte	patte	noun;ABS
ēḫḫa	ēḫḫi-a	noun;ESS
uġni	oġ+ni	noun;ABS
šēġan	šēġa-n	noun;ABL/INS
tara	tāri-a	noun;ESS
taduġebābi	tado.ḫeba-ve	noun;GEN
ežuġnež	ižuġ+ni-ž	noun;ERG
āpsukkuž	āpsukki-ož	noun;EQU
kilōlu	kēl-ol-o	verb;ol;MOD.PAT
ḫanniž	ḫani-ne-ž	noun;RELAT.SG;ERG
ḫawsuġa	ḫauz+o+ġe-a	noun;ESS
šukkuttattam	šukk+utti-a=tta=m	noun;ESS;1SG.ABS;CON
ḫelda	ḫild-a	verb;INT
murrāe	mor-i-l-ai	verb;MOD.AG;l;PURP
ālva	ālv-a	verb;INT
aġarrež	aġri-ne-ž	noun;RELAT.SG;ERG
naktib	nakti-v	noun;2POSS.SG.ABS
tōpšida	tōpš-ed-a	verb;FUT;3A.SG
teššub	teššob	noun;ABS
ēmmanzeneva	eman+že-ne-va	NUM;RELAT.SG;DAT
kumruḫḫāl	kumr+o+ḫḫe-a=l	noun;ESS;3PL.ABS
aġarribi	aġri-ne-ve	noun;RELAT.SG;GEN
nēbāži	nēb+ā+že	noun;ABS
paruž	pari-ož	noun;EQU
ḫalminibi	ḫal+mi-ne-ve	noun;RELAT.SG;GEN
pirrib	piri-ne-e=v	noun;RELAT.SG;DIR/LOC;2PL.ABS
tebušḫāi	tiv+o+šḫi-ae	noun;INS
tivivudab	tive-v-oda=m	noun;2POSS.SG;DIR;CON
kumdi	kūm+de	noun;ABS
tēġulla	teġ-ull-a	verb;ull;3A.SG
nakkidaššu	nakk-ed-aššo	verb;FUT;2A.PL
alummai	al-o+m+ai	verb;CVB
itkōlāi	itk-o-l-ai	verb;MOD.PAT;l;PURP
nudanzaġīvan	nudan+z+a+ġe-i-va=an	noun;3POSS.SG;DAT;CON
āššōribi	āššōri-ve	noun;GEN
pāži	fāži-i	noun;3POSS.SG.ABS
eradāe	erade-ae	noun;INS
šinzamma	šin+ze-a=mma	NUM;ESS;2SG.ABS
fenda	pend-a	verb;INT
sulōženie	sul+ō+že-ne	noun;ABL/INS
aruwallāena	aruwallāe-na	noun;RELAT.PL.ABS
ari	ari	noun;ABS
pāžiba	fāži-va	noun;DAT
nīġriažīel	nīġr+i+a+že-i=l	noun;3POSS.SG.ABS;3PL.ABS
kivori	kev-o-re	verb;PAT;PTCP.ABS
awtuwi	audūi	noun;ABS
kubaġāe	kub-aġ-i-ai	verb;aġ;MOD.AG;PURP
sulgi	sul+gi	noun;ABS
šeġruž	šeġri-ož	noun;EQU
tāžae	taže-ae	noun;INS
talavožināži	talāv+o+že-na-až-ve	ADJ;RELAT.PL;PL;GEN
ummallidašše	umm-all-ed-a-šše	verb;all;FUT;3A.SG;NMLZ.ABS
fōrida	fōri-da	noun;DIR
kanagitḫi	kanagitḫe	noun;ABS
urunnida	or+o+nni-da	noun;DIR
sāžulōža	sāz-ol-ož-a	verb;ol;PST;3A.SG
šāli	šāli	noun;ABS
sēži	sēži	noun;ABS
tāli	tāle	noun;ABS
kūlīna	kuli-na	noun;RELAT.PL.ABS
ārdenibina	arde-ne-ve-na	noun;RELAT.SG;GEN;RELAT.PL.ABS
šōva	šowa	noun;ABS
kažidabima	kažidabi=ma	noun;ABS;CON
itkalzinivināžummin	itkal+zi-ne-ve-na-až-ož=mma=an	noun;RELAT.SG;GEN;RELAT.PL;PL;ERG;2SG.ABS;CON
ašḫunilla	ašḫo-ne-e=lla	noun;RELAT.SG;DIR/LOC;3PL.ABS
ārrivaž	ar-i-l-eva-ž	verb;MOD.AG;l;POT;ž
nirida	neri-da	noun;DIR
ideda	idi-da	noun;DIR
nilōž	nil-o-ež	verb;MOD.PAT;OPT
šidāra	šid-ar-a	verb;ITER;3A.SG
ugulgul	ugulg-o=l	verb;MOD.PAT;3PL.ABS
uēkki	uwēkki	noun;ABS
ažuri	až-o-re	verb;PAT;PTCP.ABS
ažanub	až-an-o-m	verb;an;TR.PFV;3A.SG
alālae	alāli-ae	noun;INS
ḫōrruštāw	ḫōrr-ošt-aw	verb;RES;1A.SG
urgina	urgi-na	noun;RELAT.PL.ABS
eguššulāež	eg+o+šš-o-l-ai-ž	verb;MOD.PAT;l;PURP;ž
šēġaludiž	šeġal-ud-i-ež	verb;NEG;MOD.AG;OPT
itkalzinibinež	itkal+zi-ne-ve-ne-ž	noun;RELAT.SG;GEN;RELAT.SG;ERG
šurbigina	šurbigi-na	noun;RELAT.PL.ABS
kūgukku	kūg-o-kko	verb;INT;NEG
kula	kuli-a	noun;ESS
indannim	ind+a+ni-ne-e=m	noun;RELAT.SG;DIR/LOC;CON
aōl	aō=l	INTJ;3PL.ABS
itta	itt-a	verb;INT
ummallidašše	umm+all+id+a+šše	noun;ABS
fažab	faž-a-b	verb;INT;b
mirulavāl	mir+ul+avi-a=l	noun;ESS;3PL.ABS
fōri	fōri	noun;ABS
ḫibulēž	ḫib-o-l-ež	noun;MOD.PAT;l;OPT
šiminež	šimi-ne-ž	noun;RELAT.SG;ERG
enad	eni-a=d	noun;ESS;1SG.ABS
kuruppa	kur-upp-a	verb;upp;INT
ebāni	ebāni	noun;ABS
ubūža	ub-ož-a	verb;PST;3A.SG
umbōž	umbi-ož	noun;EQU
šīġāi	šēġ-i-ai	verb;MOD.AG;PURP
tīvenniva	tive-ne-va	noun;RELAT.SG;DAT
uriu	ur-i-o	verb;TR;2A.SG
šeġelza	šeġel+zi-a	noun;ESS
ḫūžia	ḫūži-i-a	noun;3POSS.SG;ESS
kammaḫḫinež	kamm+a+ḫḫe-ne-ž	noun;RELAT.SG;ERG
širadili	šir+ad-i-le	verb;MOD.AG;1JUSS
šāišḫi	šā+i+šḫe	noun;ABS
nāva	nav-a	verb;INT
īama	īa=ma	CONJ;CON
naveda	nave-da	noun;DIR
māduwa	mād-u-a	verb;MED;3A.SG
āšti	āšte-i	noun;3POSS.SG.ABS
ōššōšti	ōšš-ošt-i	verb;RES;ANTIP
āšḫitḫini	āšḫ+i+tḫe-ne	noun;ABL/INS
tapšuržai	tapš+ur+že-ae	noun;INS
inzarra	en+zari-na	noun;RELAT.PL.ABS
nakkiwfošša	nakk-i-uffu-ž=nna	verb;TR;1A.NEG;PL;3SG.ABS
ḫudidaw	ḫōd-ed-aw	verb;FUT;1A.SG
ḫuwe	ḫowe	noun;ABS
ažuġiniva	až+oġi-ne-ve-a	noun;RELAT.SG;GEN;ESS
ištuma	ištumi-a	noun;ESS
šēalidin	šē-al-id-en	verb;al;PL.A;3JUSS
amissaduž	amissadu-ž	noun;ERG
