sūlūde	sul+ud-i	verb;ANTIP
muwiri	mū+i+re	noun;ABS
pāžib	fāži-v	noun;2POSS.SG.ABS
kulmōrrin	kulmōri-ne-n	noun;RELAT.SG;ABL/INS
šidarni	šid+ar+ni	noun;ABS
tālāḫḫīb	tal+āḫḫ-i-b	verb;ANTIP;b
talabōžinažuž	talāv+o+že-na-až-ož	ADJ;RELAT.PL;PL;ERG
šumunnež	šumni-ne-ž	noun;RELAT.SG;ERG
težuġarġida	tež+uġ+ar+ġe-da	noun;DIR
ebirna	ever+ni-a	noun;ESS
tēa	tiye-e-a	noun;3POSS.SG;ESS
nāuffa	nā-uff-a	verb;uff;INT
šummīda	šummi-i-da	ADJ;3POSS.SG;DIR
ḫōidu	ḫō-id-o	verb;PL.A;TR.PFV
ēbrināžōnna	ever+ni-na-až-onna	noun;RELAT.PL;PL;EQU2
nūwarrīvan	nūv+ar+i-ne-va=an	noun;RELAT.SG;DAT;CON
futkiž	fut+ki-i-ž	noun;3POSS.SG;ERG
nakkidūwa	nakk-ed-u-a	verb;FUT;MED;3A.SG
idenni	idenni	noun;ABS
fārie	fāri-e	noun;3POSS.SG.ABS
ḫāra	ḫār-a	verb;INT
ōllini	ōlli-ne	noun;ABL/INS
ōġni	ōġ+ni	noun;ABS
tarallibi	tarali-ne-ve	noun;RELAT.SG;GEN
tāġa	tāġe-a	noun;ESS
puġuiridama	puġuiri-da=ma	noun;DIR;CON
nōvarēm	nōv+ar+ē=m	noun;ABS;CON
šindižūwad	šindi+ž+ūwi-a=d	NUM;ESS;1SG.ABS
suppini	suppi-ne	noun;ABL/INS
ḫara	ḫāri-a	noun;ESS
kēnnādal	kēnn+ār+i-a=l	noun;ESS;3PL.ABS
magaldinibād	magaldi-ne-va=d	noun;RELAT.SG;DAT;1SG.ABS
kamveda	kamv-i-d-a	verb;TR;PL.A;3A
ḫaštalli	ḫašt+al+i-ne	noun;ABL/INS
tabiribuwi	tab+i+re-iffu-ve	noun;1POSS.SG;GEN
šeġla	šeġli-a	noun;ESS
šōraššella	šōr+a+šše=lla	noun;ABS;3PL.ABS
ižīma	iž-i=ma	verb;ANTIP;CON
fōrīman	for-i=m=an	verb;ANTIP;2SG.ABS;CON
mandukkaella	mandukki-ae=lla	noun;INS;3PL.ABS
kakkara	kakkari-a	noun;ESS
āššaniba	āšš-an-i-eva	verb;an;MOD.AG;POT
udipšarran	udip.šarra-a=an	noun;ESS;CON
tānumāgāi	tānumāgi-ae	noun;INS
ḫōbrib	ḫōbri-v	noun;2POSS.SG.ABS
paššiġiani	pašš+i+ġe-i-ane	noun;3POSS.SG;ABL/INS
tīdida	tidi-da	noun;DIR
māli	mali	noun;ABS
fāžīva	fāži-i-va	noun;3POSS.SG;DAT
tubinažuž	tōbi-na-až-ož	noun;RELAT.PL;PL;ERG
tažmežarri	tažmi.šarri	noun;ABS
univia	univi-i-a	noun;3POSS.SG;ESS
pendidu	pend-id-o	verb;PL.A;TR.PFV
tūrīn	tūri-n	ADV;ABL/INS
agōži	ag-ož-i	verb;PST;ANTIP
sanzāmi	sanzāmi	noun;ABS
ḫažimma	ḫaž-i+m+ai	verb;CVB
eġlibinibina	eġli-ve-ne-ve-na	noun;GEN;RELAT.SG;GEN;RELAT.PL.ABS
karapteda	kar+apt-ed-a	verb;FUT;3A.SG
igina	igi-na	noun;RELAT.PL.ABS
ānzamma	anzi-a=mma	noun;ESS;2SG.ABS
tōbāe	tōbi-ae	noun;INS
negri	negri	noun;ABS
ḫōrražalla	ḫōri-na-až-a=lla	noun;RELAT.PL;PL;DAT/ESS;3PL.ABS
fūru	fūr-u	verb;MED
enitḫarra	en+i+tḫ+ar+i-na	noun;RELAT.PL.ABS
inġara	inġ+ar+i-a	noun;ESS
itkulundašši	itk-ol-u-nd-a-šše	verb;ol;MED;PL.A;3A;NMLZ.ABS
ežuġni	ižuġ+ni	noun;ABS
lablaḫḫinež	labla+ḫḫe-ne-ž	noun;RELAT.SG;ERG
pāžannel	fāžani-ne-e=l	noun;RELAT.SG;DIR/LOC;3PL.ABS
igingališḫenāma	igingališ-ġe-na=ma	noun;ADJ;RELAT.PL.ABS;CON
šiurivain	ši-ur-i-va-en	verb;ur;MOD.AG;NEG;3JUSS
tīa	tiye-i-a	noun;3POSS.SG;ESS
šāvālli	šavli-ne	noun;ABL/INS
tevena	tive-na	noun;RELAT.PL.ABS
šōi	šō-i	verb;ANTIP
itkinduž	itk-ind-o-ež	verb;PL.A;MOD.AG;OPT
nuladenež	nul+ade-ne-ž	noun;RELAT.SG;ERG
sōbinēra	sōve-ne-ra	noun;RELAT.SG;COM
taġēnivāl	tāġe-ne-va=l	noun;RELAT.SG;DAT;3PL.ABS
tābužudam	tab-ož-ud-a=m	verb;ož;ud;INT;2SG.ABS
uria	ure-a	noun;ESS
šummini	šummi-ne	ADJ;ABL/INS
ažōġiž	až-oġ-i-ež	verb;oġ;MOD.AG;OPT
nabarbi	nabarbi	noun
ḫōrvāde	ḫōrv+āde	noun;ABS
ḫōmari	ḫōmari	noun;ABS
ḫižarduġullēbi	ḫiž+ar+d+o+ġ+o+li-ne-ve	noun;RELAT.SG;GEN
eġlibi	eġli-ve	noun;GEN
agum	ag-o-m	verb;TR.PFV;3A.SG
šurbēgi	šurbēgi	noun;ABS
nāžarni	nāž+ar+ni	noun;ABS
tāžini	tāže-ne	noun;ABL/INS
ittilāe	itt-i-l-ai	verb;MOD.AG;l;PURP
ḫōpšineva	ḫōpši-ne-va	noun;RELAT.SG;DAT
ōllini	oli-ne-ne	PRON;RELAT.SG;ABL/INS
šurba	šurb-a	verb;INT
alzialli	ālžīālli	noun;ABS
ḫēġōži	ḫēġ+ō+že	noun;ABS
tadireškinibāe	tad+ir+e+ški-ne-ve-ae	noun;RELAT.SG;GEN;INS
faššara	fašš+ar+i-a	noun;ESS
ḫōdellurražuž	ḫōdellori-na-až-ož	noun;RELAT.PL;PL;ERG
mužunniba	mužoni-ne-va	noun;RELAT.SG;DAT
ašḫōnan	ašḫo-n=an	noun;ABL/INS;CON
tālina	tāle-na	noun;RELAT.PL.ABS
ḫavorunnima	ḫavor+ni-ne-e=ma	noun;RELAT.SG;DIR/LOC;CON
tapšāġina	tapš+āġ+i-na	noun;RELAT.PL.ABS
kalgamižul	kalgamiž-ož=l	noun;ERG;3PL.ABS
fāžuž	faž-o-ež	verb;MOD.PAT;OPT
težuġarġi	tež+uġ+ar+ġe	noun;ABS
ārdima	arde=ma	noun;ABS;CON
šōvaib	šowa-ae=v	noun;INS;2PL.ABS
šuġunnež	šōġoni-ne-ž	noun;RELAT.SG;ERG
šīedi	šī-ed-i	verb;FUT;ANTIP
teššōbaž	teššob-až	noun;ERG
ḫīdam	ḫīdam	noun;ABS
tadugarāe	tad+ugar+i-ae	noun;INS
uzi	uzi	noun;ABS
nūduža	nūd+o+že-a	noun;ESS
kikkunima	kikk+o+ni=ma	noun;ABS;CON
ūmmumaššiniva	ūmm+um+a+šše-ne-va	noun;RELAT.SG;DAT
arāgi	arāgi	noun;ABS
šeġalamma	šeġali-a=mma	ADJ;ESS;2SG.ABS
kadānu	kad-an-o	verb;an;MOD.PAT
attaippināža	atta+i-v-ve-na-až-a	noun;2POSS.SG;GEN;RELAT.PL;PL;DAT/ESS
šiummeni	šī-umme-ne	verb;INF;ABL/INS
fōrunziġi	fōrunz+i+ġe	noun;ABS
kadimma	kad-i=mma	verb;ANTIP;2SG.ABS
kilānež	kil+ān-i-ež	verb;MOD.AG;OPT
katta	kad-id-en	verb;PL.A;3JUSS
šūre	šuri	noun;ABS
apsižnāġi	apsižnā-ġe	noun;ADJ.ABS
ševerrāže	ševeri-na-až-ve	noun;RELAT.PL;PL;GEN
tipšar	tip+šari	noun;ABS
paria	pāri-i-a	noun;3POSS.SG;ESS
kirenze	kire+n+ze	noun;ABS
adal	ad-a=l	verb;INT;3PL.ABS
ardūri	ardūri	noun;ABS
kāža	kāž-a	verb;INT
ižammi	iža+mme	noun;ABS
šuēž	šōe-ž	PRON;ERG
išteniffāmma	išteni-iffe-a=mma	noun;1POSS.SG;ESS;2SG.ABS
šarrašši	šarr+a+šše	noun;ABS
ḫaburni	ḫavor+ni	noun;ABS
eġlibinibināža	eġli-ve-ne-ve-na-až-a	noun;GEN;RELAT.SG;GEN;RELAT.PL;PL;DAT/ESS
pāenippa	pāeni-v-va	noun;2POSS.SG;DAT
itkummi	itk-umme	verb;INF.ABS
tattin	tad-id-en	verb;PL.A;3JUSS
kelde	kēl-d-i	verb;d;ANTIP
ḫōžuni	ḫōž-on-i	verb;on;ANTIP
uwa	uwi-a	noun;ESS
aribiblaž	arib.ebla-ž	noun;ERG
simidaduž	simidadi-ož	noun;EQU
šēġalubada	šēġal+o+bade-a	ADJ;ESS
šeġellibina	šeġli-ne-ve-na	noun;RELAT.SG;GEN;RELAT.PL.ABS
agib	ag-i-b	verb;ANTIP;b
šerrē	šēri-ne	noun;ABL/INS
pēdāri	ped+ar+i	noun;ABS
teġeštab	teġ-išt-a-b	verb;RES;INT;b
naunnibi	nau+ni-ne-ve	noun;RELAT.SG;GEN
taġuwadinēda	taġ+o+vadi-ne-da	noun;RELAT.SG;DIR
nābu	nāb-u	verb;MED
sazulda	saz+ul+di-a	noun;ESS
tamgarida	tamgāri-da	noun;DIR
īamma	īa=mma	CONJ;2SG.ABS
tānu	tānu	ADV
ḫenzā	ḫenz-a	verb;INT
šiānima	šiāni=ma	noun;ABS;CON
amarikkuwanin	amarikkuwa-ne-n	noun;RELAT.SG;ABL/INS
šarrēna	šarrē-na	noun;RELAT.PL.ABS
pišḫi	pišḫi	noun;ABS
egušši	eg+o+šš-i	verb;ANTIP
suḫḫinie	suḫḫi-ne	noun;ABL/INS
ašteniva	āšte-ne-va	noun;RELAT.SG;DAT
kiškižiaššenina	kiš+kiž+i+a+šše+ni-na	noun;RELAT.PL.ABS
īad	īa=d	CONJ;1SG.ABS
nuġunab	nuġ+o+ni-a=m	noun;ESS;2SG.ABS
ḫōruwāda	ḫōr+o+vāde-a	noun;ESS
ileška	ileški-a	noun;ESS
purammib	pura+mmi-v	noun;2POSS.SG.ABS
turuḫḫina	tor+o+ḫḫe-na	ADJ;RELAT.PL.ABS
teba	tebe-a	noun;ESS
ḫutḫiž	ḫutḫ-i-ež	verb;MOD.AG;OPT
kadīw	kad-i-o	verb;TR;2A.SG
ūrdaššinēlla	ūrd+a+šše-ne-ž=lla	noun;RELAT.SG;ERG;3PL.ABS
anamma	anam=ma	ADV;CON
alġi	alġi	noun;ABS
attānima	atta+ni=ma	noun;ABS;CON
favanašta	paba+ni-na-až-da	noun;RELAT.PL;PL;DIR
adašši	ad+a+šše	noun;ABS
paššarugāra	pašš-ar-ugar-a	verb;ITER;RECIP;INT
šavuškava	šavoška-va	noun;DAT
abinie	abi-ne	noun;ABL/INS
puduž	fud-o-ež	verb;MOD.PAT;OPT
nūrbiniž	nūrbi-ne-ž	noun;RELAT.SG;ERG
tidiam	tidi-i-a=m	noun;3POSS.SG;ESS;CON
titta	titt-a	verb;INT
tibāġōm	tiv-aġ-o-m	verb;aġ;TR.PFV;3A.SG
pāġrōžinež	faġr+o+že-ne-ž	ADJ;RELAT.SG;ERG
ḫibaptenida	ḫebad-ve-ne-da	noun;GEN;RELAT.SG;DIR
nāniž	nāni-ž	noun;ERG
šubrianaž	šubri+ana-ž	noun;ERG
mādena	mādi-na	noun;RELAT.PL.ABS
nērida	nēr-ed-a	verb;FUT;3A.SG
fažumai	faž-o+m+ai	verb;CVB
teḫpa	teḫp-a	verb;INT
šadanniž	šadani-ne-ž	noun;RELAT.SG;ERG
sablašši	sabl+a+šše	noun;ABS
tunitḫibe	tun+i+tḫe-iffe	noun;1POSS.SG.ABS
kadib	kadi-v	noun;2POSS.SG.ABS
ḫideneve	ḫide-ne-ve	noun;RELAT.SG;GEN
ḫāžarridal	ḫāž+arri-da=l	noun;DIR;3PL.ABS
sakkandi	sakkandi	noun;ABS
tāġēma	tāġe=ma	noun;ABS;CON
pāinniž	paini-ne-ž	noun;RELAT.SG;ERG
šōima	šōe=ma	noun;ABS;CON
unel	un-i=l	verb;TR.IMP;3PL.ABS
sōššiuž	sōšši-i-ož	noun;3POSS.SG;EQU
nerīda	nera-i-da	noun;3POSS.SG;DIR
ḫōbidōda	ḫōbidōdi-a	noun;ESS
uššōm	ōšš-o-m	verb;TR.PFV;3A.SG
fōrulžarražan	fōrol+žari-na-až-a=an	noun;RELAT.PL;PL;DAT/ESS;CON
taržuwannaža	taržuwa+ni-na-až-a	noun;RELAT.PL;PL;DAT/ESS
itkanzalla	itkan+zi-a=lla	noun;ESS;3PL.ABS
egi	egi	PREP
šauška	šavoška	noun;ABS
ai	ai	CONJ
arīvin	arīvi-n	noun;ABL/INS
nakkašḫa	nakk+a+šḫe-a	noun;ESS
attāne	atta+ni	noun;ABS
taġažīb	tāġ-až-i-b	verb;až;ANTIP;b
ḫōdōma	ḫōd-o=ma	verb;MOD.PAT;CON
šōġuri	šōġori	noun;ABS
putki	fut+ki	noun;ABS
ḫāigalli	ḫāigali-ne	noun;ABL/INS
tamrian	tamri-i-a=an	NUM;3POSS.SG;ESS;CON
šummi	šummi	ADJ
elamirġena	elm+ir+ġe-na	noun;RELAT.PL.ABS
parissade	pariss+ade	noun;ABS
teġulli	teġ+ol+i-ne	noun;ABL/INS
ḫāžažimmi	ḫāž+až+i+mmi	noun;ABS
tiba	tiv-a	verb;INT
uminna	omini-na	noun;RELAT.PL.ABS
ḫārēni	ḫāri-e-ne	noun;3POSS.SG;ABL/INS
inibāi	ini-ve-ae	noun;GEN;INS
ninuwaġinešša	ninuwa+ġe-ne-ž=nna	ADJ;RELAT.SG;ERG;3SG.ABS
ammatti	ammatte	ADJ;ABS
aīb	ai=m	CONJ;2SG.ABS
irbīnāža	ervi-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ažmunigalōn	ažmo.nigalō=n	noun;ABS;3SG.ABS
ḫennēma	ḫenni=ma	ADV;CON
uštanēdi	ošt-an-ed-i	verb;an;FUT;ANTIP
azaldēda	az-al-d-ed-a	verb;al;d;FUT;3A.SG
ārnil	ārni-i=l	noun;3POSS.SG.ABS;3PL.ABS
ebrež	evri-ž	noun;ERG
šaburna	šabur+ni-a	noun;ESS
fašši	fašši	noun;ABS
šīġāi	šēġa-ae	noun;INS
šāri	šār-i	verb;ANTIP
ōšše	ōšš-e	verb;STAT
āšḫun	ašḫo-n	ADV;ABL/INS
tāġiba	tāġe-i-va	noun;3POSS.SG;DAT
šōima	šōe=ma	PRON;ABS;CON
itkalzibāi	itkal+zi-ve-ae	noun;GEN;INS
uġōžamāšši	oġ+ōž+a+mā+šše	noun;ABS
ḫāpšī	ḫapš-i	verb;ANTIP
mōrrinibādel	mōrri-ne-va=dil	noun;RELAT.SG;DAT;1PL.ABS
aluma	alu-o+m+ai	verb;CVB
ḫēbādōi	ḫēbādu-ve	noun;GEN
kumarvenella	kumarve-ne-ž=lla	noun;RELAT.SG;ERG;3PL.ABS
ḫeiaruḫḫi	ḫi+ar+o+ḫḫe	noun;ABS
šōrra	šōri-na	noun;RELAT.PL.ABS
šukkuttattam	šukk+utt-a=tta=m	verb;INT;1SG.ABS;CON
adal	ade-a=l	noun;ESS;3PL.ABS
šōnia	šō+ni-i-a	noun;3POSS.SG;ESS
ḫōnžini	ḫōnži-ne	noun;ABL/INS
ḫōrvini	ḫōrvi-ne	noun;ABL/INS
turžē	turžē	noun;ABS
ḫōdannaražāe	ḫōd+a+nn+ar+a+že-ae	noun;INS
kōppannal	kōpp+a+nni-a=l	noun;ESS;3PL.ABS
pāžia	faž-i-a	verb;TR;3A.SG
katkinažuž	kat+ki-na-až-ož	noun;RELAT.PL;PL;ERG
ue	ue	INTJ
paibiblan	paib.ebla=an	noun;ABS;CON
šindiž	šindi-i-ž	noun;3POSS.SG;ERG
šōlli	šolli	noun;ABS
nažāgi	nažāgi	noun;ABS
pēġi	pēġi	noun;ABS
kulumbi	kul+u+mb-i	verb;ANTIP
enudōbin	en+ud-o-va-en	verb;MOD.PAT;NEG;3JUSS
sōnni	sōni-ne	noun;ABL/INS
šukka	šokk-a	verb;INT
ḫōraīa	ḫōra-i-a	verb;TR;3A.SG
kuldum	kul-d-o=m	verb;d;MOD.PAT;CON
šeġalummālla	šeġal-o-m-a=lla	verb;TR.PFV;3A.SG;EPNTH;3PL.ABS
mōrri	mōri-ne	noun;ABL/INS
fovāi	fovi-ae	noun;INS
ḫāžuža	ḫaž-ož-a	verb;PST;3A.SG
šūnīda	šō+ni-i-da	noun;3POSS.SG;DIR
talēnež	tale-ne-ž	noun;RELAT.SG;ERG
šumallam	šumali-na=m	noun;RELAT.PL.ABS;CON
uššeššinida	ušš+e+šše-ne-da	noun;RELAT.SG;DIR
suzōnni	suss+ō+nni	noun;ABS
ulme	ūl+me	noun;ABS
ḫāšši	ḫa-a-šše	verb;INT;NMLZ.ABS
inġad	inġ-a=d	verb;INT;1SG.ABS
sāzulōšteri	sāz-ol-ošt-i-re	verb;ol;RES;AG;PTCP
šummera	šummeri-a	noun;ESS
temgiaža	tem+gi-i-až-a	noun;3POSS;PL;DAT/ESS
tugalla	tug-a=lla	verb;INT;3PL.ABS
šebāra	šeb+ār+i-a	noun;ESS
arbarra	arb+ar+i-na	noun;RELAT.PL.ABS
nuwinduž	nū-ind-o-ež	verb;PL.A;MOD.PAT;OPT
šalġulēž	šalġ-o-l-ež	verb;MOD.PAT;l;OPT
talinaža	tāle-na-až-a	noun;RELAT.PL;PL;DAT/ESS
palaġa	pal-aġ-a	verb;aġ;INT
mērež	mēr-i-ež	verb;MOD.AG;OPT
kāni	kāni	noun;ABS
mandukkimma	mandukki=mma	noun;ABS;2SG.ABS
ēbrinna	ever+ni-na	noun;RELAT.PL.ABS
udepšarrāl	udip.šarra-ž=l	noun;ERG;3PL.ABS
ižena	iže-na	noun;RELAT.PL.ABS
sāzin	sāz-i-en	verb;MOD.AG;3JUSS
padni	padni	noun;ABS
amudum	am-ud-o-m	verb;NEG;TR.PFV;3A.SG
tōrōbinibi	torove-ne-ve	noun;RELAT.SG;GEN
eže	eže	noun;ABS
āšḫōmain	āšḫ-o+m+ai-n	verb;CVB;n
karapteda	karapte-da	noun;DIR
šēria	šēr-i-a	verb;TR;3A.SG
umina	omini-a	noun;ESS
šīġa	šīġi-a	noun;ESS
aēššam	ave-ž=nna=m	PRON;ERG;3SG.ABS;CON
ōššukkam	ōšš-o-kko=m	verb;INT;NEG;2SG.ABS
amulēž	am-o-l-ež	verb;MOD.PAT;l;OPT
aiwpa	aiu-va	noun;DAT
ašḫužikkunnima	āšḫ+ož+i+kk+o+nni=ma	noun;ABS;CON
kiražima	ker+ā+že=ma	ADJ;ABS;CON
māġri	māġri	noun;ABS
lallarrež	lallari-ne-ž	noun;RELAT.SG;ERG
ḫapšārūwa	ḫapš-ar-u-a	verb;ITER;MED;3A.SG
una	un-a	verb;INT
ḫupši	ḫupš-i	verb;ANTIP
pindun	pend-o=n	verb;MOD.PAT;3SG.ABS
ḫōbri	ḫōbri	noun;ABS
subnīa	subn-i-a	verb;TR;3A.SG
ōrdōbōr	ōr+d-o-vor	verb;INT;NEG
mannamištun	mannamištu=n	noun;ABS;3SG.ABS
kēbina	kēbi-na	noun;RELAT.PL.ABS
immandena	immande-na	noun;RELAT.PL.ABS
uīrrivenāža	uwīri-ne-ve-na-až-a	noun;RELAT.SG;GEN;RELAT.PL;PL;DAT/ESS
telippa	tel-i-b=ma	verb;ANTIP;b;CON
areššal	ar-i-ež-a=l	verb;MOD.AG;OPT;EPNTH;3PL.ABS
azallin	az-al-i-le=n	verb;al;MOD.AG;1JUSS;3SG.ABS
šešfe	šešfe	noun;ABS
timarri	timeri-ne-e	ADJ;RELAT.SG;DIR/LOC
šōvae	šowa-ae	noun;INS
šēri	šēri	noun;ABS
kinnāri	kinn+ār+i	noun;ABS
kirunna	kir-o=nna	verb;MOD.PAT;3SG.ABS
paibiblaž	paib.ebla-ž	noun;ERG
sugazūganišša	suga+zūg-an-i-šše-a	verb;an;ANTIP;NMLZ;ESS
karži	karži	noun;ABS
ari	ar-i	verb;ANTIP
šabla	šavli-a	noun;ESS
āžri	āžri	noun;ABS
ḫāža	ḫāži-a	noun;ESS
ḫutḫiž	ḫutḫi-i-ž	noun;3POSS.SG;ERG
šōduštiēž	šōd-ošt-i-ež	verb;RES;MOD.AG;OPT
kumarbinive	kumarve-ne-ve	noun;RELAT.SG;GEN
pudūri	fud-o-re	verb;PAT;PTCP.ABS
šinnaġinippaž	šinnaġi+ni-iffe-až	noun;1POSS;PL.ABS
kadulen	kad-ol-i-en	verb;ol;MOD.AG;3JUSS
pēdarriž	ped+ar+i-ne-ž	noun;RELAT.SG;ERG
uštedia	uštedi-i-a	noun;3POSS.SG;ESS
azusḫi	azusḫi	noun;ABS
ubina	obi-na	noun;RELAT.PL.ABS
tāġinibinež	tāġe-ne-ve-ne-ž	noun;RELAT.SG;GEN;RELAT.SG;ERG
purġa	purġ-a	verb;INT
idi	id-i	verb;ANTIP
pindaulda	pend-aʾ-ol-d-a	verb;aʾ;ol;PL.A;3A
tāġibāe	tāġe-ve-ae	noun;GEN;INS
išti	ištani-i	verb;ANTIP
alurina	al+o+re-na	noun;RELAT.PL.ABS
kunzimai	kunz-i+m+ai	verb;CVB
egi	egi	noun;ABS
faeli	fael-i	verb;TR.IMP
eliškaella	eliški-ae=lla	noun;INS;3PL.ABS
taġōbi	taġōbi	noun;ABS
mānōl	man-ož=l	PRON;ERG;3PL.ABS
šīrnamma	šīr+ni-a=mma	noun;ESS;CON
nawnībuwe	nau+ni-i-e	noun;3POSS.SG;DIR/LOC
nāli	nāli	noun;ABS
ḫanumbasḫida	ḫan+u+mb+a+sḫe-da	noun;DIR
kāža	kāži-a	noun;ESS
alulda	al-ol-d-a	verb;ol;PL.A;3A
abima	ave=ma	PRON;ABS;CON
tali	tale	noun;ABS
uža	už-a	verb;INT
pāri	pār-i	verb;ANTIP
ḫelda	ḫilde-a	noun;ESS
kešḫidan	kešḫi-dan	noun;ABL
abriāži	abri-i-až-ve	noun;3POSS;PL;GEN
fandarinināma	fand+ar+i+nni-na=ma	noun;RELAT.PL.ABS;CON
šallaena	šallae-na	ADJ;RELAT.PL.ABS
faġruwāde	faġr+o+vāde	ADJ;ABS
agab	ag-a-b	verb;INT;b
agulūwa	ag-ol-u-a	verb;ol;MED;3A.SG
āssarōḫḫa	āss+ar+ō+ḫḫe-a	noun;ESS
avalġa	av+al+ġe-a	noun;ESS
paġruž	faġr-o-ež	verb;MOD.PAT;OPT
alikki	al-i-kki	verb;ANTIP;NEG
pāra	pāri-a	noun;ESS
teeia	tē-i-a	noun;3POSS.SG;ESS
ažulain	až-o-l-ai-n	verb;MOD.PAT;l;PURP;n
āni	āni	noun;ABS
sālī	sāli	noun;ABS
pāžinida	pāže-ne-da	noun;RELAT.SG;DIR
ene	eni	noun;ABS
šeġlu	šeġ+l-u	verb;MED
kulmu	kulm-o	verb;MOD.PAT
unib	un-i-b	verb;ANTIP;b
simidada	simidadi-a	noun;ESS
milulādu	mil-ol-ad-o	verb;ol;ad;MOD.PAT
kužapḫi	kužaġ-ve	noun;GEN
kiluffa	kēl-uff-a	verb;uff;3A.SG
munuž	mun-o-ež	verb;MOD.PAT;OPT
tupḫa	tupḫi-a	noun;ESS
mēginella	mēgi-ne-ž=lla	noun;RELAT.SG;ERG;3PL.ABS
neġirna	neġer+ni-a	noun;ESS
paria	par-i-a	verb;TR;3A.SG
kažla	kažl-a	verb;INT
igi	igi	noun;ABS
šatti	šātt-i	verb;ANTIP
šilaġugarilla	šil-aġ-ugar-i=lla	verb;aġ;RECIP;ANTIP;3PL.ABS
